Age,Gender,Education Level,Job Title,Years of Experience,Salary
38,0,1,Software Engineer Manager,11,155000.0
29,0,1,Front end Developer,5,105000.0
43,1,3,Senior Project Engineer,14,190000.0
36,0,2,Back end Developer,8,140000.0
48,0,3,Software Engineer Manager,16,185000.0
35,1,1,Full Stack Engineer,8,145000.0
30,1,2,Front end Developer,4,90000.0
50,0,3,Senior Project Engineer,18,195000.0
29,0,1,Back end Developer,4,95000.0
41,0,2,Software Engineer Manager,13,170000.0
33,1,1,Full Stack Engineer,6,115000.0
45,0,3,Senior Project Engineer,16,185000.0
28,1,1,Front end Developer,2,65000.0
39,1,2,Software Engineer Manager,12,160000.0
30,0,1,Back end Developer,5,100000.0
46,0,3,Senior Project Engineer,15,180000.0
25,1,1,Front end Developer,1,55000.0
42,0,3,Software Engineer Manager,14,190000.0
31,0,1,Full Stack Engineer,6,115000.0
49,1,3,Senior Project Engineer,17,195000.0
36,0,2,Back end Developer,9,150000.0
33,1,1,Full Stack Engineer,6,115000.0
45,0,3,Software Engineer Manager,16,185000.0
28,1,1,Front end Developer,2,65000.0
39,1,2,Software Engineer Manager,12,160000.0
30,0,1,Back end Developer,5,100000.0
46,0,3,Senior Project Engineer,15,180000.0
25,1,1,Front end Developer,1,55000.0
42,0,3,Software Engineer Manager,14,190000.0
31,0,1,Full Stack Engineer,6,115000.0
49,1,3,Senior Project Engineer,17,195000.0
36,0,2,Back end Developer,9,150000.0
33,1,1,Full Stack Engineer,6,115000.0
45,0,3,Software Engineer Manager,16,185000.0
28,1,1,Front end Developer,2,65000.0
39,1,2,Software Engineer Manager,12,160000.0
30,0,1,Back end Developer,5,100000.0
46,0,3,Senior Project Engineer,15,180000.0
25,1,1,Front end Developer,1,55000.0
42,0,3,Software Engineer Manager,14,190000.0
31,0,1,Full Stack Engineer,6,115000.0
49,1,3,Senior Project Engineer,17,195000.0
36,0,2,Back end Developer,9,150000.0
33,1,1,Full Stack Engineer,6,115000.0
45,0,3,Software Engineer Manager,16,185000.0
28,1,1,Front end Developer,2,65000.0
39,1,2,Software Engineer Manager,12,160000.0
30,0,1,Back end Developer,5,100000.0
46,0,3,Senior Project Engineer,15,180000.0
25,1,1,Front end Developer,1,55000.0
42,0,3,Software Engineer Manager,14,190000.0
31,0,1,Full Stack Engineer,6,115000.0
49,1,3,Senior Project Engineer,17,195000.0
36,0,2,Back end Developer,9,150000.0
33,1,1,Full Stack Engineer,6,115000.0
45,0,3,Software Engineer Manager,16,185000.0
28,1,1,Front end Developer,2,65000.0
39,1,2,Software Engineer Manager,12,160000.0
30,0,1,Back end Developer,5,100000.0
46,0,3,Senior Project Engineer,15,180000.0
25,1,1,Front end Developer,1,55000.0
42,0,3,Software Engineer Manager,14,190000.0
31,0,1,Full Stack Engineer,6,115000.0
49,1,3,Senior Project Engineer,17,195000.0
36,0,2,Back end Developer,9,150000.0
33,1,1,Full Stack Engineer,6,115000.0
45,0,3,Software Engineer Manager,16,185000.0
28,1,1,Front end Developer,2,65000.0
39,1,2,Software Engineer Manager,12,160000.0
30,0,1,Back end Developer,5,100000.0
46,0,3,Senior Project Engineer,15,180000.0
25,1,1,Front end Developer,1,55000.0
42,0,3,Software Engineer Manager,14,190000.0
31,0,1,Full Stack Engineer,6,115000.0
49,1,3,Senior Project Engineer,17,195000.0
36,0,2,Back end Developer,9,150000.0
33,1,1,Full Stack Engineer,6,115000.0
45,0,3,Software Engineer Manager,16,185000.0
28,1,1,Front end Developer,2,65000.0
39,1,2,Software Engineer Manager,12,160000.0
30,0,1,Back end Developer,5,100000.0
46,0,3,Senior Project Engineer,15,180000.0
25,1,1,Front end Developer,1,55000.0
42,0,3,Software Engineer Manager,14,190000.0
31,0,1,Full Stack Engineer,6,115000.0
49,1,3,Senior Project Engineer,17,195000.0
36,0,2,Back end Developer,9,150000.0
33,1,1,Full Stack Engineer,6,115000.0
45,0,3,Software Engineer Manager,16,185000.0
28,1,1,Front end Developer,2,65000.0
39,1,2,Software Engineer Manager,12,160000.0
30,0,1,Back end Developer,5,100000.0
46,0,3,Senior Project Engineer,15,180000.0
25,1,1,Front end Developer,1,55000.0
42,0,3,Software Engineer Manager,14,190000.0
31,0,1,Full Stack Engineer,6,115000.0
49,1,3,Senior Project Engineer,17,195000.0
36,0,2,Back end Developer,9,150000.0
33,1,1,Full Stack Engineer,6,115000.0
45,0,3,Software Engineer Manager,16,185000.0
28,1,1,Front end Developer,2,65000.0
39,1,2,Software Engineer Manager,12,160000.0
30,0,1,Back end Developer,5,100000.0
46,0,3,Senior Project Engineer,15,180000.0
25,1,1,Front end Developer,1,55000.0
42,0,3,Software Engineer Manager,14,190000.0
31,0,1,Full Stack Engineer,6,115000.0
49,1,3,Senior Project Engineer,17,195000.0
36,0,2,Back end Developer,9,150000.0
33,1,1,Full Stack Engineer,6,115000.0
45,0,3,Software Engineer Manager,16,185000.0
28,1,1,Front end Developer,2,65000.0
39,1,2,Software Engineer Manager,12,160000.0
30,0,1,Back end Developer,5,100000.0
46,0,3,Senior Project Engineer,15,180000.0
25,1,1,Front end Developer,1,550.0
29,0,1,Front end Developer,4,90000.0
40,1,2,Software Engineer Manager,12,160000.0
27,1,1,Back end Developer,3,80000.0
50,0,3,Senior Project Engineer,18,195000.0
33,1,2,Full Stack Engineer,6,115000.0
37,0,1,Software Engineer Manager,10,150000.0
28,0,1,Front end Developer,2,65000.0
44,1,3,Senior Project Engineer,14,190000.0
35,0,2,Back end Developer,8,140000.0
47,0,3,Software Engineer Manager,16,185000.0
34,1,1,Full Stack Engineer,7,130000.0
31,1,2,Front end Developer,5,105000.0
51,0,3,Senior Project Engineer,19,200000.0
30,0,1,Back end Developer,5,100000.0
42,0,2,Software Engineer Manager,13,170000.0
33,1,1,Full Stack Engineer,6,115000.0
45,0,3,Senior Project Engineer,16,185000.0
29,1,1,Front end Developer,4,90000.0
39,1,2,Software Engineer Manager,12,160000.0
27,0,1,Back end Developer,3,80000.0
49,0,3,Senior Project Engineer,17,195000.0
32,1,2,Full Stack Engineer,6,115000.0
36,0,1,Software Engineer Manager,8,135000.0
27,0,1,Front end Developer,2,65000.0
43,1,3,Senior Project Engineer,14,190000.0
34,0,2,Back end Developer,8,140000.0
46,0,3,Software Engineer Manager,16,185000.0
33,1,1,Full Stack Engineer,7,130000.0
30,1,2,Front end Developer,5,105000.0
50,0,3,Senior Project Engineer,19,200000.0
30,0,1,Back end Developer,5,100000.0
42,0,2,Software Engineer Manager,13,170000.0
33,1,1,Full Stack Engineer,6,115000.0
45,0,3,Senior Project Engineer,16,185000.0
29,1,1,Front end Developer,4,90000.0
39,1,2,Software Engineer Manager,12,160000.0
27,0,1,Back end Developer,3,80000.0
49,0,3,Senior Project Engineer,17,195000.0
32,1,2,Full Stack Engineer,6,115000.0
36,0,1,Software Engineer Manager,8,135000.0
27,0,1,Front end Developer,2,65000.0
43,1,3,Senior Project Engineer,14,190000.0
34,0,2,Back end Developer,8,140000.0
46,0,3,Software Engineer Manager,16,185000.0
33,1,1,Full Stack Engineer,7,130000.0
30,1,2,Front end Developer,5,105000.0
50,0,3,Senior Project Engineer,19,200000.0
30,0,1,Back end Developer,5,100000.0
42,0,2,Software Engineer Manager,13,170000.0
33,1,1,Full Stack Engineer,6,115000.0
45,0,3,Senior Project Engineer,16,185000.0
29,1,1,Front end Developer,4,90000.0
39,1,2,Software Engineer Manager,12,160000.0
27,0,1,Back end Developer,3,80000.0
49,0,3,Senior Project Engineer,17,195000.0
32,1,2,Full Stack Engineer,6,115000.0
36,0,1,Software Engineer Manager,8,135000.0
27,0,1,Front end Developer,2,65000.0
43,1,3,Senior Project Engineer,14,190000.0
34,0,2,Back end Developer,8,140000.0
46,0,3,Software Engineer Manager,16,185000.0
33,1,1,Full Stack Engineer,7,130000.0
30,1,2,Front end Developer,5,105000.0
50,0,3,Senior Project Engineer,19,200000.0
30,0,1,Back end Developer,5,100000.0
42,0,2,Software Engineer Manager,13,170000.0
33,1,1,Full Stack Engineer,6,115000.0
45,0,3,Senior Project Engineer,16,185000.0
29,1,1,Front end Developer,4,90000.0
39,1,2,Software Engineer Manager,12,160000.0
27,0,1,Back end Developer,3,80000.0
49,0,3,Senior Project Engineer,17,195000.0
32,1,2,Full Stack Engineer,6,115000.0
36,0,1,Software Engineer Manager,8,135000.0
27,0,1,Front end Developer,2,65000.0
43,1,3,Senior Project Engineer,14,190000.0
34,0,2,Back end Developer,8,140000.0
46,0,3,Software Engineer Manager,16,185000.0
33,1,1,Full Stack Engineer,7,130000.0
30,1,2,Front end Developer,5,105000.0
50,0,3,Senior Project Engineer,19,200000.0
30,0,1,Back end Developer,5,100000.0
42,0,2,Software Engineer Manager,13,170000.0
33,1,1,Full Stack Engineer,6,115000.0
45,0,3,Senior Project Engineer,16,185000.0
29,1,1,Front end Developer,4,90000.0
39,1,2,Software Engineer Manager,12,160000.0
27,0,1,Back end Developer,3,80000.0
49,0,3,Senior Project Engineer,17,195000.0
32,1,2,Full Stack Engineer,6,115000.0
36,0,1,Software Engineer Manager,8,135000.0
27,0,1,Front end Developer,2,65000.0
43,1,3,Senior Project Engineer,14,190000.0
34,0,2,Back end Developer,8,140000.0
46,0,3,Software Engineer Manager,16,185000.0
33,1,1,Full Stack Engineer,7,130000.0
30,1,2,Front end Developer,5,105000.0
50,0,3,Senior Project Engineer,19,200000.0
30,0,1,Back end Developer,5,100000.0
42,0,2,Software Engineer Manager,13,170000.0
33,1,1,Full Stack Engineer,6,115000.0
45,0,3,Senior Project Engineer,16,185000.0
29,1,1,Front end Developer,4,90000.0
39,1,2,Software Engineer Manager,12,160000.0
27,0,1,Back end Developer,3,80000.0
49,0,3,Senior Project Engineer,17,195000.0
32,1,2,Full Stack Engineer,6,115000.0
36,0,1,Software Engineer Manager,8,135000.0
27,0,1,Front end Developer,2,65000.0
43,1,3,Senior Project Engineer,14,190000.0
34,0,2,Back end Developer,8,140000.0
46,0,3,Software Engineer Manager,16,185000.0
33,1,1,Full Stack Engineer,7,130000.0
30,1,2,Front end Developer,5,105000.0
50,0,3,Senior Project Engineer,19,200000.0
30,0,1,Back end Developer,5,100000.0
42,0,2,Software Engineer Manager,13,170000.0
33,1,1,Full Stack Engineer,6,115000.0
45,0,3,Senior Project Engineer,16,185000.0
29,1,1,Front end Developer,4,90000.0
31,1,1,Front end Developer,6,110000.0
37,0,2,Software Engineer Manager,10,150000.0
27,0,1,Back end Developer,3,80000.0
50,0,3,Senior Project Engineer,18,195000.0
32,1,2,Full Stack Engineer,6,115000.0
36,0,1,Software Engineer Manager,8,135000.0
27,0,1,Front end Developer,2,65000.0
43,1,3,Senior Project Engineer,14,190000.0
34,0,2,Back end Developer,8,140000.0
46,0,3,Software Engineer Manager,16,185000.0
33,1,1,Full Stack Engineer,7,130000.0
30,1,2,Front end Developer,5,105000.0
50,0,3,Senior Project Engineer,19,200000.0
30,0,1,Back end Developer,5,100000.0
42,0,2,Software Engineer Manager,13,170000.0
33,1,1,Full Stack Engineer,6,115000.0
45,0,3,Senior Project Engineer,16,185000.0
29,1,1,Front end Developer,4,90000.0
39,1,2,Software Engineer Manager,12,160000.0
27,0,1,Back end Developer,3,80000.0
49,0,3,Senior Project Engineer,17,195000.0
32,1,2,Full Stack Engineer,6,115000.0
36,0,1,Software Engineer Manager,8,135000.0
27,0,1,Front end Developer,2,65000.0
43,1,3,Senior Project Engineer,14,190000.0
34,0,2,Back end Developer,8,140000.0
46,0,3,Software Engineer Manager,16,185000.0
33,1,1,Full Stack Engineer,7,130000.0
30,1,2,Front end Developer,5,105000.0
50,0,3,Senior Project Engineer,19,200000.0
30,0,1,Back end Developer,5,100000.0
42,0,2,Software Engineer Manager,13,170000.0
33,1,1,Full Stack Engineer,6,115000.0
45,0,3,Senior Project Engineer,16,185000.0
29,1,1,Front end Developer,4,90000.0
39,1,2,Software Engineer Manager,12,160000.0
27,0,1,Back end Developer,3,80000.0
49,0,3,Senior Project Engineer,17,195000.0
32,1,2,Full Stack Engineer,6,115000.0
36,0,1,Software Engineer Manager,8,135000.0
27,0,1,Front end Developer,2,65000.0
43,1,3,Senior Project Engineer,14,190000.0
34,0,2,Back end Developer,8,140000.0
46,0,3,Software Engineer Manager,16,185000.0
33,1,1,Full Stack Engineer,7,130000.0
30,1,2,Front end Developer,5,105000.0
50,0,3,Senior Project Engineer,19,200000.0
30,0,1,Back end Developer,5,100000.0
42,0,2,Software Engineer Manager,13,170000.0
33,1,1,Full Stack Engineer,6,115000.0
45,0,3,Senior Project Engineer,16,185000.0
29,1,1,Front end Developer,4,90000.0
39,1,2,Software Engineer Manager,12,160000.0
27,0,1,Back end Developer,3,80000.0
49,0,3,Senior Project Engineer,17,195000.0
32,1,2,Full Stack Engineer,6,115000.0
36,0,1,Software Engineer Manager,8,135000.0
27,0,1,Front end Developer,2,65000.0
43,1,3,Senior Project Engineer,14,190000.0
34,0,2,Back end Developer,8,140000.0
46,0,3,Software Engineer Manager,16,185000.0
33,1,1,Full Stack Engineer,7,130000.0
30,1,2,Front end Developer,5,105000.0
50,0,3,Senior Project Engineer,19,200000.0
30,0,1,Back end Developer,5,100000.0
42,0,2,Software Engineer Manager,13,170000.0
33,1,1,Full Stack Engineer,6,115000.0
45,0,3,Senior Project Engineer,16,185000.0
29,1,1,Front end Developer,4,90000.0
39,1,2,Software Engineer Manager,12,160000.0
27,0,1,Back end Developer,3,80000.0
49,0,3,Senior Project Engineer,17,195000.0
32,1,2,Full Stack Engineer,6,115000.0
36,0,1,Software Engineer Manager,8,135000.0
27,0,1,Front end Developer,2,65000.0
43,1,3,Senior Project Engineer,14,190000.0
34,0,2,Back end Developer,8,140000.0
46,0,3,Software Engineer Manager,16,185000.0
33,1,1,Full Stack Engineer,7,130000.0
30,1,2,Front end Developer,5,105000.0
50,0,3,Senior Project Engineer,19,200000.0
30,0,1,Back end Developer,5,100000.0
42,0,2,Software Engineer Manager,13,170000.0
33,1,1,Full Stack Engineer,6,115000.0
45,0,3,Senior Project Engineer,16,185000.0
29,1,1,Front end Developer,4,90000.0
39,1,2,Software Engineer Manager,12,160000.0
27,0,1,Back end Developer,3,80000.0
49,0,3,Senior Project Engineer,17,195000.0
32,1,2,Full Stack Engineer,6,115000.0
36,0,1,Software Engineer Manager,8,135000.0
27,0,1,Front end Developer,2,65000.0
43,1,3,Senior Project Engineer,14,190000.0
34,0,2,Back end Developer,8,140000.0
46,0,3,Software Engineer Manager,16,185000.0
33,1,1,Full Stack Engineer,7,130000.0
30,1,2,Front end Developer,5,105000.0
50,0,3,Senior Project Engineer,19,200000.0
30,0,1,Back end Developer,5,100000.0
42,0,2,Software Engineer Manager,13,170000.0
33,1,1,Full Stack Engineer,6,115000.0
45,0,3,Senior Project Engineer,16,185000.0
29,1,1,Front end Developer,4,90000.0
39,1,2,Software Engineer Manager,12,160000.0
27,0,1,Back end Developer,3,80000.0
49,0,3,Senior Project Engineer,17,195000.0
32,1,2,Full Stack Engineer,6,115000.0
36,0,1,Software Engineer Manager,8,135000.0
27,0,1,Front end Developer,2,65000.0
43,1,3,Senior Project Engineer,14,190000.0
34,0,2,Back end Developer,8,140000.0
46,0,3,Software Engineer Manager,16,185000.0
33,1,1,Full Stack Engineer,7,130000.0
30,1,2,Front end Developer,5,105000.0
50,0,3,Senior Project Engineer,19,200000.0
30,0,1,Back end Developer,5,100000.0
42,0,2,Software Engineer Manager,13,170000.0
33,1,1,Full Stack Engineer,6,115000.0
45,0,3,Senior Project Engineer,16,185000.0
29,1,1,Front end Developer,4,90000.0
31,0,2,Software Engineer Manager,8,130000.0
27,0,1,Back end Developer,3,80000.0
43,0,3,Senior Project Engineer,15,180000.0
35,1,2,Full Stack Engineer,8,140000.0
42,0,1,Software Engineer Manager,12,160000.0
28,1,1,Front end Developer,2,55000.0
44,1,3,Senior Project Engineer,16,190000.0
32,0,2,Back end Developer,7,120000.0
48,0,3,Software Engineer Manager,18,200000.0
30,1,1,Full Stack Engineer,5,100000.0
34,0,2,Front end Developer,9,150000.0
37,1,1,Software Engineer Manager,11,170000.0
26,0,1,Back end Developer,2,65000.0
49,1,3,Senior Project Engineer,19,210000.0
29,0,1,Full Stack Engineer,4,90000.0
41,0,2,Software Engineer Manager,14,180000.0
31,1,1,Front end Developer,6,110000.0
37,0,2,Software Engineer Manager,10,150000.0
27,0,1,Back end Developer,3,80000.0
50,0,3,Senior Project Engineer,18,195000.0
32,1,2,Full Stack Engineer,6,115000.0
36,0,1,Software Engineer Manager,8,135000.0
27,0,1,Front end Developer,2,65000.0
43,1,3,Senior Project Engineer,14,190000.0
34,0,2,Back end Developer,8,140000.0
46,0,3,Software Engineer Manager,16,185000.0
33,1,1,Full Stack Engineer,7,130000.0
30,1,2,Front end Developer,5,105000.0
50,0,3,Senior Project Engineer,19,200000.0
30,0,1,Back end Developer,5,100000.0
42,0,2,Software Engineer Manager,13,170000.0
33,1,1,Full Stack Engineer,6,115000.0
45,0,3,Senior Project Engineer,16,185000.0
29,1,1,Front end Developer,4,90000.0
39,1,2,Software Engineer Manager,12,160000.0
27,0,1,Back end Developer,3,80000.0
49,0,3,Senior Project Engineer,17,195000.0
32,1,2,Full Stack Engineer,6,115000.0
36,0,1,Software Engineer Manager,8,135000.0
27,0,1,Front end Developer,2,65000.0
43,1,3,Senior Project Engineer,14,190000.0
34,0,2,Back end Developer,8,140000.0
46,0,3,Software Engineer Manager,16,185000.0
33,1,1,Full Stack Engineer,7,130000.0
30,1,2,Front end Developer,5,105000.0
50,0,3,Senior Project Engineer,19,200000.0
30,0,1,Back end Developer,5,100000.0
42,0,2,Software Engineer Manager,13,170000.0
33,1,1,Full Stack Engineer,6,115000.0
45,0,3,Senior Project Engineer,16,185000.0
29,1,1,Front end Developer,4,90000.0
39,1,2,Software Engineer Manager,12,160000.0
27,0,1,Back end Developer,3,80000.0
49,0,3,Senior Project Engineer,17,195000.0
32,1,2,Full Stack Engineer,6,115000.0
36,0,1,Software Engineer Manager,8,135000.0
27,0,1,Front end Developer,2,65000.0
43,1,3,Senior Project Engineer,14,190000.0
34,0,2,Back end Developer,8,140000.0
46,1,3,Senior Project Engineer,16,185000.0
33,0,1,Full Stack Engineer,7,130000.0
30,0,2,Front end Developer,5,105000.0
50,0,3,Software Engineer Manager,20,210000.0
31,0,1,Back end Developer,6,95000.0
39,1,2,Software Engineer Manager,11,170000.0
27,0,1,Front end Developer,2,65000.0
44,1,3,Senior Project Engineer,16,190000.0
32,0,2,Back end Developer,7,120000.0
48,0,3,Software Engineer Manager,19,200000.0
30,1,1,Full Stack Engineer,5,100000.0
34,0,2,Front end Developer,9,150000.0
37,1,1,Software Engineer Manager,11,170000.0
26,0,1,Back end Developer,2,65000.0
49,1,3,Senior Project Engineer,19,210000.0
29,0,1,Full Stack Engineer,4,90000.0
41,0,2,Software Engineer Manager,14,180000.0
31,1,1,Front end Developer,6,110000.0
37,0,2,Software Engineer Manager,10,150000.0
27,0,1,Back end Developer,3,80000.0
50,0,3,Senior Project Engineer,18,195000.0
32,1,2,Full Stack Engineer,6,115000.0
36,0,1,Software Engineer Manager,8,135000.0
27,0,1,Front end Developer,2,65000.0
43,1,3,Senior Project Engineer,14,190000.0
34,0,2,Back end Developer,8,140000.0
46,0,3,Software Engineer Manager,16,185000.0
33,1,1,Full Stack Engineer,7,130000.0
30,1,2,Front end Developer,5,105000.0
50,0,3,Senior Project Engineer,19,200000.0
30,0,1,Back end Developer,5,100000.0
42,0,2,Software Engineer Manager,13,170000.0
33,1,1,Full Stack Engineer,6,115000.0
45,0,3,Senior Project Engineer,16,185000.0
29,1,1,Front end Developer,4,90000.0
39,1,2,Software Engineer Manager,12,160000.0
27,0,1,Back end Developer,3,80000.0
49,0,3,Senior Project Engineer,17,195000.0
32,1,2,Full Stack Engineer,6,115000.0
36,0,1,Software Engineer Manager,8,135000.0
27,0,1,Front end Developer,2,65000.0
43,1,3,Senior Project Engineer,14,190000.0
34,0,2,Back end Developer,8,140000.0
46,0,3,Software Engineer Manager,16,185000.0
33,1,1,Full Stack Engineer,7,130000.0
30,1,2,Front end Developer,5,105000.0
50,0,3,Senior Project Engineer,19,200000.0
30,0,1,Back end Developer,5,100000.0
42,0,2,Software Engineer Manager,13,170000.0
33,1,1,Full Stack Engineer,6,115000.0
45,0,3,Senior Project Engineer,16,185000.0
29,1,1,Front end Developer,4,90000.0
39,1,2,Software Engineer Manager,12,160000.0
27,0,1,Back end Developer,3,80000.0
49,0,3,Senior Project Engineer,17,195000.0
32,1,2,Full Stack Engineer,6,115000.0
36,0,1,Software Engineer Manager,8,135000.0
27,0,1,Front end Developer,2,65000.0
43,1,3,Senior Project Engineer,14,190000.0
34,0,2,Back end Developer,8,140000.0
28,0,1,Software Engineer,4,75000.0
33,1,2,Data Analyst,7,95000.0
22,0,1,Front End Developer,1,50000.0
44,0,3,Senior Data Scientist,15,180000.0
29,1,1,Software Developer,3,65000.0
31,0,2,Product Manager,6,120000.0
25,1,2,Software Engineer,2,60000.0
38,0,1,Data Scientist,10,150000.0
27,0,1,Software Engineer,3,70000.0
46,1,3,Director of Data Science,20,220000.0
33,0,2,Data Analyst,8,100000.0
24,1,1,Software Developer,2,55000.0
36,0,3,Senior Data Scientist,12,170000.0
30,1,1,Software Engineer,5,90000.0
29,0,1,Front End Developer,4,80000.0
42,0,2,Product Manager,14,180000.0
26,0,1,Software Developer,2,60000.0
35,1,2,Data Analyst,9,120000.0
27,1,1,Software Engineer,3,70000.0
48,0,3,Director of Data Science,18,210000.0
34,0,2,Data Scientist,9,140000.0
23,1,1,Software Engineer,1,50000.0
32,0,2,Product Manager,7,110000.0
25,1,2,Software Engineer,2,60000.0
37,0,1,Data Analyst,11,160000.0
28,0,1,Software Engineer,4,75000.0
41,1,3,Director of Data Science,16,200000.0
34,0,2,Data Analyst,8,100000.0
24,1,1,Software Developer,2,55000.0
36,0,3,Senior Data Scientist,12,170000.0
30,1,1,Software Engineer,5,90000.0
29,0,1,Front End Developer,4,80000.0
42,0,2,Product Manager,14,180000.0
26,0,1,Software Developer,2,60000.0
35,1,2,Data Analyst,9,120000.0
27,1,1,Software Engineer,3,70000.0
48,0,3,Director of Data Science,18,210000.0
34,0,2,Data Scientist,9,140000.0
23,1,1,Software Engineer,1,50000.0
32,0,2,Product Manager,7,110000.0
25,1,2,Software Engineer,2,60000.0
37,0,1,Data Analyst,11,160000.0
28,0,1,Software Engineer,4,75000.0
41,1,3,Director of Data Science,16,200000.0
34,0,2,Data Analyst,8,100000.0
24,1,1,Software Developer,2,55000.0
36,0,3,Senior Data Scientist,12,170000.0
30,1,1,Software Engineer,5,90000.0
29,0,1,Front End Developer,4,80000.0
42,0,2,Product Manager,14,180000.0
26,0,1,Software Developer,2,60000.0
35,1,2,Data Analyst,9,120000.0
27,1,1,Software Engineer,3,70000.0
48,0,3,Director of Data Science,18,210000.0
34,0,2,Data Scientist,9,140000.0
23,1,1,Software Engineer,1,50000.0
32,0,2,Product Manager,7,110000.0
25,1,2,Software Engineer,2,60000.0
37,0,1,Data Analyst,11,160000.0
28,0,1,Software Engineer,4,75000.0
41,1,3,Director of Data Science,16,200000.0
34,0,2,Data Analyst,8,100000.0
24,1,1,Software Developer,2,55000.0
36,0,3,Senior Data Scientist,12,170000.0
30,1,1,Software Engineer,5,90000.0
29,0,1,Front End Developer,4,80000.0
42,0,2,Product Manager,14,180000.0
26,0,1,Software Developer,2,60000.0
35,1,2,Data Analyst,9,120000.0
27,1,1,Software Engineer,3,70000.0
48,0,3,Director of Data Science,18,210000.0
34,0,2,Data Scientist,9,140000.0
23,1,1,Software Engineer,1,50000.0
32,0,2,Product Manager,7,110000.0
25,1,2,Software Engineer,2,60000.0
37,0,1,Data Analyst,11,160000.0
28,0,1,Software Engineer,4,75000.0
41,1,3,Director of Data Science,16,200000.0
34,0,2,Data Analyst,8,100000.0
24,1,1,Software Developer,2,55000.0
36,0,3,Senior Data Scientist,12,170000.0
30,1,1,Software Engineer,5,90000.0
29,0,1,Front End Developer,4,80000.0
42,0,2,Product Manager,14,180000.0
26,0,1,Software Developer,2,60000.0
35,1,2,Data Analyst,9,120000.0
27,1,1,Software Engineer,3,70000.0
48,0,3,Director of Data Science,18,210000.0
34,0,2,Data Scientist,9,140000.0
23,1,1,Software Engineer,1,50000.0
32,0,2,Product Manager,7,110000.0
25,1,2,Software Engineer,2,60000.0
37,0,1,Data Analyst,11,160000.0
28,0,1,Software Engineer,4,75000.0
41,1,3,Director of Data Science,16,200000.0
34,0,2,Data Analyst,8,100000.0
24,1,1,Software Developer,2,55000.0
36,0,3,Senior Data Scientist,12,170000.0
30,1,1,Software Engineer,5,90000.0
29,0,1,Front End Developer,4,80000.0
42,0,2,Product Manager,14,180000.0
26,0,1,Software Developer,2,60000.0
35,1,2,Data Analyst,9,120000.0
27,1,1,Software Engineer,3,70000.0
48,0,3,Director of Data Science,18,210000.0
34,0,2,Data Scientist,9,140000.0
23,1,1,Software Engineer,1,50000.0
32,0,2,Product Manager,7,110000.0
25,1,2,Software Engineer,2,60000.0
37,0,1,Data Analyst,11,160000.0
28,0,1,Software Engineer,4,75000.0
41,1,3,Director of Data Science,16,200000.0
34,0,2,Data Analyst,8,100000.0
24,1,1,Software Developer,2,55000.0
36,0,3,Senior Data Scientist,12,170000.0
30,1,1,Software Engineer,5,90000.0
29,0,1,Front End Developer,4,80000.0
42,0,2,Product Manager,14,180000.0
26,0,1,Software Developer,2,60000.0
35,1,2,Data Analyst,9,120000.0
27,1,1,Software Engineer,3,70000.0
48,0,3,Director of Data Science,18,210000.0
34,0,2,Data Scientist,9,140000.0
23,1,1,Software Engineer,1,50000.0
34,1,1,Full Stack Engineer,8,122485.0
25,0,3,Software Engineer Manager,12,169159.0
43,0,2,Senior Software Engineer,21,187081.0
53,2,0,Senior Project Engineer,31,166109.0
27,1,2,Front end Developer,5,78354.0
25,0,1,Back end Developer,2,90249.0
29,1,2,Senior Software Engineer,6,132720.0
52,0,3,Software Engineer Manager,23,161568.0
41,0,2,Front end Developer,13,127346.0
49,1,1,Back end Developer,19,120177.0
25,2,0,Full Stack Engineer,2,69032.0
35,0,2,Senior Project Engineer,8,101332.0
57,1,3,Full Stack Engineer,30,121450.0
35,1,1,Senior Project Engineer,12,166375.0
43,0,2,Senior Software Engineer,21,185119.0
37,1,1,Full Stack Engineer,10,149217.0
50,0,2,Software Engineer Manager,21,166512.0
52,1,2,Senior Software Engineer,28,186963.0
26,0,1,Back end Developer,3,75072.0
34,1,2,Full Stack Engineer,10,163398.0
30,0,0,Senior Project Engineer,11,103947.0
60,1,3,Software Engineer Manager,33,179180.0
50,0,1,Back end Developer,23,175966.0
58,0,2,Senior Software Engineer,27,190004.0
35,1,2,Full Stack Engineer,10,152039.0
28,0,2,Front end Developer,5,76742.0
57,1,3,Software Engineer Manager,33,191790.0
46,1,1,Senior Software Engineer,20,139398.0
28,0,0,Back end Developer,7,95845.0
34,0,2,Full Stack Engineer,12,160976.0
33,1,2,Senior Project Engineer,9,126753.0
37,2,2,Full Stack Engineer,14,161393.0
33,0,2,Senior Software Engineer,8,139817.0
53,0,3,Software Engineer Manager,25,181714.0
35,1,1,Back end Developer,10,114776.0
30,0,2,Full Stack Engineer,6,105725.0
24,1,0,Senior Project Engineer,1,52731.0
36,0,2,Front end Developer,8,106492.0
27,1,1,Full Stack Engineer,4,73895.0
23,0,3,Software Engineer Manager,1,119836.0
28,1,2,Senior Software Engineer,5,99747.0
52,0,1,Back end Developer,25,168287.0
28,1,2,Full Stack Engineer,7,115920.0
32,0,2,Senior Project Engineer,11,128078.0
24,1,1,Front end Developer,1,51265.0
43,0,0,Senior Software Engineer,22,165919.0
60,1,3,Software Engineer Manager,34,188651.0
24,0,2,Back end Developer,0,55538.0
